accession	taxon_id	species	role	relation	is_reviewed	is_canonical	is_fragment	query_coverage	sequence_length	bitscore	evalue	source_db	source_release	retrieved_at	clade	accession_version	gene_name	protein_name	lineage	analysis_group	target_coverage	percent_identity	alignment_length	orthology_source	orthology_evidence	domain_architecture	cluster_id	cluster_representative	outgroup_rationale	retrieval_query_id	notes
XP_025969353.2	8790	Dromaius novaehollandiae	ingroup	ortholog	false	false	false	0.995706	1864	786	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_036370855.1-RS_2024_04	2026-08-13	Aves	XP_025969353.2	BRCA1	BRCA1 DNA repair associated		expanded	0.999464	35.282	2001	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1649-1734;1765-1853)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1649-1734;1765-1853).
XP_027301205.3	8839	Anas platyrhynchos	ingroup	ortholog	false	false	false	0.550725	1848	456	5.15e-134	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_047663525.1-RS_2025_03	2026-08-13	Aves	XP_027301205.3	BRCA1	BRCA1 DNA repair associated		expanded	0.538961	36.229	1082	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1636-1718;1749-1837)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1636-1718;1749-1837).
XP_021136715.2	8932	Columba livia	ingroup	ortholog	false	false	false	0.879227	1739	747	1.12e-127	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_036013475.1-RS_2024_05	2026-08-13	Aves	XP_021136715.2	BRCA1	BRCA1 DNA repair associated		expanded	0.93042	36.214	1759	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (27-68); tandem C-terminal BRCT (1524-1609;1641-1728)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 27-68; BRCT 1524-1609;1641-1728).
XP_029879002.1	223781	Aquila chrysaetos chrysaetos	ingroup	ortholog	false	false	false	0.995706	1867	737	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Aquila chrysaetos chrysaetos Annotation Release 101	2026-08-13	Aves	XP_029879002.1	BRCA1	BRCA1 DNA repair associated		expanded	0.999464	34.26	1979	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1652-1737;1768-1856)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1652-1737;1768-1856).
XP_019328559.1	9233	Aptenodytes forsteri	ingroup	ortholog	false	false	false	0.995706	1867	758	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Aptenodytes forsteri Annotation Release 101	2026-08-13	Aves	XP_019328559.1	BRCA1	BRCA1 DNA repair associated		expanded	0.999464	34.702	1997	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1652-1737;1768-1856)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1652-1737;1768-1856).
XP_030901062.1	13146	Melopsittacus undulatus	ingroup	ortholog	false	false	false	0.871712	1818	733	1.27e-119	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_012275295.1-RS_2024_11	2026-08-13	Aves	XP_030901062.1	BRCA1	BRCA1 DNA repair associated		expanded	0.89989	36.291	1747	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1603-1688;1720-1807)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1603-1688;1720-1807).
XP_019406054.1	8502	Crocodylus porosus	ingroup	ortholog	false	false	false	0.112721	1845	314	1.68e-88	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Crocodylus porosus Annotation Release 100	2026-08-13	Crocodylia	XP_019406054.1	BRCA1	BRCA1 DNA repair associated		expanded	0.113821	66.667	210	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1629-1713;1745-1832)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1629-1713;1745-1832).
XP_014464710.1	8496	Alligator mississippiensis	ingroup	ortholog	false	false	false	0.996779	1877	844	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_030867095.1-RS_2023_09	2026-08-13	Crocodylia	XP_014464710.1	BRCA1	BRCA1 DNA repair associated		expanded	0.999467	36.58	1971	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1661-1745;1777-1864)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1661-1745;1777-1864).
XP_019360910.1	94835	Gavialis gangeticus	ingroup	ortholog	false	false	false	0.996779	1877	828	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Gavialis gangeticus Annotation Release 100	2026-08-13	Crocodylia	XP_019360910.1	BRCA1	BRCA1 DNA repair associated		expanded	0.999467	36.034	1987	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1661-1745;1777-1864)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1661-1745;1777-1864).
XP_023967135.2	8478	Chrysemys picta bellii	ingroup	ortholog	false	false	false	0.996779	1908	858	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_011386835.1-RS_2024_05	2026-08-13	Testudines	XP_023967135.2	BRCA1	BRCA1 DNA repair associated		expanded	0.999476	37.562	2010	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1695-1777;1809-1895)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1695-1777;1809-1895).
XP_006125762.2	13735	Pelodiscus sinensis	ingroup	ortholog	false	false	false	0.996779	1890	805	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_049634645.1-RS_2025_08	2026-08-13	Testudines	XP_006125762.2	BRCA1	BRCA1 DNA repair associated		expanded	0.999471	37.362	1986	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1676-1758;1790-1877)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1676-1758;1790-1877).
XP_027690803.2	8469	Chelonia mydas	ingroup	ortholog	false	false	false	0.996779	1908	885	0	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Chelonia mydas Annotation Release 103	2026-08-13	Testudines	XP_027690803.2	BRCA1	BRCA1 DNA repair associated		expanded	0.999476	38.078	1988	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1695-1777;1809-1895)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1695-1777;1809-1895).
XP_008111382.1	28377	Anolis carolinensis	ingroup	ortholog	false	false	false	0.620505	1697	455.9	5.24e-78	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_035594765.1-RS_2024_02	2026-08-13	Lepidosauria	XP_008111382.1	brca1	BRCA1 DNA repair associated		expanded	0.655274	34.241	1212	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-64); tandem C-terminal BRCT (1481-1567;1598-1686)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-64; BRCT 1481-1567;1598-1686).
XP_026576759.1	8673	Pseudonaja textilis	ingroup	ortholog	false	false	false	0.490607	1563	487.7	5.49e-80	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Pseudonaja textilis Annotation Release 100	2026-08-13	Lepidosauria	XP_026576759.1	BRCA1	BRCA1 DNA repair associated		expanded	0.59245	36.68	1006	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (23-64); tandem C-terminal BRCT (1343-1425;1456-1544)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 23-64; BRCT 1343-1425;1456-1544).
XP_020651752.3	103695	Pogona vitticeps	ingroup	ortholog	false	false	false	0.63285	1725	564.5	4.71e-75	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_051106095.1-RS_2025_12	2026-08-13	Lepidosauria	XP_020651752.3	BRCA1	BRCA1 DNA repair associated		expanded	0.663768	36.517	1246	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (35-76); tandem C-terminal BRCT (1508-1593;1625-1712)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 35-76; BRCT 1508-1593;1625-1712).
XP_034272113.1	94885	Pantherophis guttatus	ingroup	ortholog	false	false	false	0.362856	1869	498.2	7.51e-76	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_029531705.1-RS_2023_10	2026-08-13	Lepidosauria	XP_034272113.1	BRCA1	BRCA1 DNA repair associated		expanded	0.355805	42.336	685	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-64); tandem C-terminal BRCT (1646-1731;1762-1850)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-64; BRCT 1646-1731;1762-1850).
XP_044274665.1	61221	Varanus komodoensis	ingroup	ortholog	false	false	false	0.867955	1659	450	2.27e-64	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Varanus komodoensis Annotation Release 100	2026-08-13	Lepidosauria	XP_044274665.1	BRCA1	BRCA1 DNA repair associated		expanded	0.915009	30.635	1717	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (29-69); tandem C-terminal BRCT (1441-1526;1558-1623)			not applicable	datasets download gene gene-id 672 --ortholog all	taxonomically balanced NCBI Ortholog group representative; selected before executable screening. QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 29-69; BRCT 1441-1526;1558-1623).
NP_001107963.1	8364	Xenopus tropicalis	outgroup	ortholog	true	false	false	0.385937	1592	400	1.31e-64	NCBI Gene / RefSeq	NCBI gene-record annotation context: NCBI Xenopus tropicalis Annotation Release 104	2026-08-13	Anura	NP_001107963.1	brca1	BRCA1 DNA repair associated		outgroup	0.431533	36.536	739	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (19-60); tandem C-terminal BRCT (1368-1462;1494-1582)			Amphibian NCBI Ortholog group member outside Amniota; retain as a candidate only until combined outgroup, branch-length, and stability review	datasets download gene gene-id 672 --ortholog all	amphibian outgroup candidate; root only after split and stability review QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 19-60; BRCT 1368-1462;1494-1582).
XP_053555561.1	8345	Bombina bombina	outgroup	ortholog	false	false	false	0.432636	1660	552.7	1.7e-71	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_027579735.1-RS_2023_03	2026-08-13	Anura	XP_053555561.1	BRCA1	BRCA1 DNA repair associated		outgroup	0.461446	41.983	817	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (1-35); tandem C-terminal BRCT (1454-1533;1565-1650)			Amphibian NCBI Ortholog group member outside Amniota; retain as a candidate only until combined outgroup, branch-length, and stability review	datasets download gene gene-id 672 --ortholog all	amphibian outgroup candidate; replacement selected after the original Ascaphus model failed the two-BRCT gate; root only after split and stability review QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 1-35; BRCT 1454-1533;1565-1650).
XP_069490300.1	8296	Ambystoma mexicanum	outgroup	ortholog	false	false	false	0.548578	1955	554.7	8.2e-72	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_040938575.1-RS_2024_10	2026-08-13	Caudata	XP_069490300.1	BRCA1	BRCA1 DNA repair associated		outgroup	0.532992	39.358	1090	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1742-1824;1856-1942)			Amphibian NCBI Ortholog group member outside Amniota; retain as a candidate only until combined outgroup, branch-length, and stability review	datasets download gene gene-id 672 --ortholog all	amphibian outgroup candidate; root only after split and stability review QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1742-1824;1856-1942).
XP_069093862.1	8319	Pleurodeles waltl	outgroup	ortholog	false	false	false	0.702093	1957	543	2.59e-73	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_031143425.1-RS_2024_08	2026-08-13	Caudata	XP_069093862.1	BRCA1	BRCA1 DNA repair associated		outgroup	0.674502	32.76	1395	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1744-1826;1858-1944)			Amphibian NCBI Ortholog group member outside Amniota; retain as a candidate only until combined outgroup, branch-length, and stability review	datasets download gene gene-id 672 --ortholog all	amphibian outgroup candidate; root only after split and stability review QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1744-1826;1858-1944).
XP_029429046.1	194408	Rhinatrema bivittatum	outgroup	ortholog	false	false	false	0.585078	1920	592	5.53e-87	NCBI Gene / RefSeq	NCBI gene-record annotation context: GCF_901001135.2-RS_2026_03	2026-08-13	Gymnophiona	XP_029429046.1	BRCA1	BRCA1 DNA repair associated		outgroup	0.59375	37.478	1158	NCBI Orthologs	NCBI Ortholog group membership for human GeneID 672; the provider method combines protein similarity, nucleotide alignment, and microsynteny; pair-specific evidence components were not exported	InterProScan Pfam+SMART pass: N-terminal RING (24-65); tandem C-terminal BRCT (1706-1788;1820-1907)			Amphibian NCBI Ortholog group member outside Amniota; retain as a candidate only until combined outgroup, branch-length, and stability review	datasets download gene gene-id 672 --ortholog all	amphibian outgroup candidate; root only after split and stability review QC: BLAST union coverage and Pfam+SMART terminal architecture passed (RING 24-65; BRCT 1706-1788;1820-1907).
