NP_009225.1	NP_033894.3	1043	1863	752	32	1	1858	1	1800	0.0	1845	1863	1812
NP_009225.1	XP_020828279.1	913	1898	897	37	1	1857	1	1851	0.0	1448	1863	1857
NP_009225.1	XP_013005150.1	889	1887	830	30	1	1860	6	1751	0.0	1447	1863	1754
NP_009225.1	NP_001029141.1	873	1889	929	38	1	1857	1	1834	0.0	1321	1863	1840
NP_009225.1	XP_074079897.1	874	1914	899	51	1	1857	1	1830	0.0	1283	1863	1835
NP_009225.1	XP_027690803.2	757	1988	1019	64	1	1857	1	1907	0.0	885	1863	1908
NP_009225.1	XP_023967135.2	755	2010	999	74	1	1857	1	1907	0.0	858	1863	1908
NP_009225.1	XP_014464710.1	721	1971	1041	60	1	1857	1	1876	0.0	844	1863	1877
NP_009225.1	XP_019360910.1	716	1987	1030	61	1	1857	1	1876	0.0	828	1863	1877
NP_009225.1	XP_006125762.2	742	1986	1018	72	1	1857	1	1889	0.0	805	1863	1890
NP_009225.1	XP_025969353.2	706	2001	1011	66	1	1855	1	1863	0.0	786	1863	1864
NP_009225.1	XP_019328559.1	693	1997	1031	66	1	1855	1	1866	0.0	758	1863	1867
NP_009225.1	XP_029879002.1	678	1979	1064	68	1	1855	1	1866	0.0	737	1863	1867
NP_009225.1	XP_068775093.1	527	1594	886	57	1	1498	1	1509	5.27e-137	465	1863	1861
NP_009225.1	XP_068775093.1	138	211	72	1	1646	1855	1650	1860	1.34e-85	305	1863	1861
NP_009225.1	XP_027301205.3	392	1082	548	30	830	1855	852	1847	5.15e-134	456	1863	1848
NP_009225.1	XP_021136715.2	499	1551	790	60	1	1430	4	1413	1.12e-127	436	1863	1739
NP_009225.1	XP_021136715.2	138	208	70	0	1648	1855	1531	1738	1.59e-87	311	1863	1739
NP_009225.1	XP_030901062.1	323	808	369	23	1107	1855	1067	1817	1.27e-119	412	1863	1818
NP_009225.1	XP_030901062.1	311	939	510	34	1	875	1	885	1.09e-90	321	1863	1818
NP_009225.1	XP_019406054.1	140	210	70	0	1648	1857	1635	1844	1.68e-88	314	1863	1845
NP_009225.1	XP_029429046.1	308	937	543	26	1	869	1	919	5.53e-87	309	1863	1920
NP_009225.1	XP_029429046.1	126	221	95	0	1637	1857	1699	1919	4.81e-79	283	1863	1920
NP_009225.1	XP_072775070.1	149	271	111	3	1596	1855	1532	1802	2.33e-85	304	1863	1803
NP_009225.1	XP_072775070.1	294	926	550	29	1	878	1	892	2.74e-83	297	1863	1803
NP_009225.1	NP_989500.1	131	208	77	0	1650	1857	1541	1748	6.02e-82	293	1863	1749
NP_009225.1	NP_989500.1	302	949	550	36	1	897	1	904	6.08e-68	247	1863	1749
NP_009225.1	NP_989500.1	137	401	201	11	1088	1451	1075	1449	8.54e-32	129	1863	1749
NP_009225.1	XP_026576759.1	132	226	85	1	1641	1857	1331	1556	5.49e-80	286	1863	1563
NP_009225.1	XP_026576759.1	134	468	223	15	1	404	1	421	7.54e-33	132	1863	1563
NP_009225.1	XP_026576759.1	103	312	157	14	1132	1424	1009	1287	1.29e-13	69.7	1863	1563
NP_009225.1	XP_008111382.1	127	208	81	0	1648	1855	1489	1696	5.24e-78	280	1863	1697
NP_009225.1	XP_008111382.1	206	706	370	32	842	1494	825	1453	5.89e-26	110	1863	1697
NP_009225.1	XP_008111382.1	82	298	190	8	375	669	367	641	1.92e-12	65.9	1863	1697
NP_009225.1	XP_034272113.1	118	210	92	0	1648	1857	1653	1862	7.51e-76	273	1863	1869
NP_009225.1	XP_034272113.1	71	171	98	1	1	169	1	171	2.59e-34	137	1863	1869
NP_009225.1	XP_034272113.1	101	304	176	7	1132	1428	1314	1597	3.42e-19	88.2	1863	1869
NP_009225.1	XP_020651752.3	127	211	84	0	1648	1858	1515	1725	4.71e-75	270	1863	1725
NP_009225.1	XP_020651752.3	222	738	401	26	1	691	13	682	4.43e-56	209	1863	1725
NP_009225.1	XP_020651752.3	106	297	138	9	1148	1424	1127	1390	2.23e-18	85.5	1863	1725
NP_009225.1	XP_069093862.1	118	208	89	1	1648	1855	1748	1954	2.59e-73	265	1863	1957
NP_009225.1	XP_069093862.1	169	561	332	15	1	520	1	542	2.96e-49	186	1863	1957
NP_009225.1	XP_069093862.1	170	626	355	23	845	1424	944	1514	2.16e-20	92.0	1863	1957
NP_009225.1	XP_069490300.1	123	221	96	2	1637	1856	1734	1953	8.20e-72	260	1863	1955
NP_009225.1	XP_069490300.1	194	570	294	21	1	520	1	538	6.88e-56	208	1863	1955
NP_009225.1	XP_069490300.1	112	299	155	11	1143	1424	1233	1516	1.02e-18	86.7	1863	1955
NP_009225.1	XP_053555561.1	112	208	94	1	1648	1855	1455	1660	1.70e-71	259	1863	1660
NP_009225.1	XP_053555561.1	73	166	84	5	31	193	1	160	1.54e-30	125	1863	1660
NP_009225.1	XP_053555561.1	65	140	60	5	1285	1424	1118	1242	3.61e-22	97.8	1863	1660
NP_009225.1	XP_053555561.1	93	303	174	11	375	669	305	579	5.52e-14	70.9	1863	1660
NP_009225.1	NP_001107963.1	111	208	96	1	1648	1854	1384	1591	1.31e-64	236	1863	1592
NP_009225.1	NP_001107963.1	159	531	301	16	6	517	1	479	1.43e-42	164	1863	1592
NP_009225.1	XP_044274665.1	116	206	82	3	1648	1846	1448	1652	2.27e-64	236	1863	1659
NP_009225.1	XP_044274665.1	410	1511	810	61	8	1425	13	1325	6.67e-58	214	1863	1659
