XP_013005150.1	3db67e1a078cfd17093d66c6e7bacc72	1754	Pfam	PF12820	Serine-rich domain associated with BRCT	307	463	4.0E-43	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_013005150.1	3db67e1a078cfd17093d66c6e7bacc72	1754	SMART	SM00292	BRCT_7	1649	1736	2.6E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013005150.1	3db67e1a078cfd17093d66c6e7bacc72	1754	SMART	SM00292	BRCT_7	1530	1617	4.3E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013005150.1	3db67e1a078cfd17093d66c6e7bacc72	1754	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1650	1733	2.1E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013005150.1	3db67e1a078cfd17093d66c6e7bacc72	1754	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1544	1613	0.0022	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013005150.1	3db67e1a078cfd17093d66c6e7bacc72	1754	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	28	68	1.3E-5	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_013005150.1	3db67e1a078cfd17093d66c6e7bacc72	1754	SMART	SM00184	ring_2	28	68	2.5E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
NP_009225.1	e40f752dedf675e2f7c99142ebb2607a	1863	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1644	1723	5.2E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_009225.1	e40f752dedf675e2f7c99142ebb2607a	1863	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1758	1842	7.7E-8	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_009225.1	e40f752dedf675e2f7c99142ebb2607a	1863	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	1.6E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
NP_009225.1	e40f752dedf675e2f7c99142ebb2607a	1863	SMART	SM00184	ring_2	24	64	2.4E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
NP_009225.1	e40f752dedf675e2f7c99142ebb2607a	1863	Pfam	PF12820	Serine-rich domain associated with BRCT	345	508	2.8E-77	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
NP_009225.1	e40f752dedf675e2f7c99142ebb2607a	1863	SMART	SM00292	BRCT_7	1644	1726	1.5E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_009225.1	e40f752dedf675e2f7c99142ebb2607a	1863	SMART	SM00292	BRCT_7	1758	1845	1.5E-12	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014314296.1	2021159e54b494da24a5ebd2c101276c	1876	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1755	1838	4.0E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014314296.1	2021159e54b494da24a5ebd2c101276c	1876	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1652	1720	3.1E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014314296.1	2021159e54b494da24a5ebd2c101276c	1876	Pfam	PF12820	Serine-rich domain associated with BRCT	366	519	1.6E-70	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_014314296.1	2021159e54b494da24a5ebd2c101276c	1876	SMART	SM00292	BRCT_7	1638	1723	3.9E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014314296.1	2021159e54b494da24a5ebd2c101276c	1876	SMART	SM00292	BRCT_7	1755	1842	2.6E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014314296.1	2021159e54b494da24a5ebd2c101276c	1876	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	47	82	6.8E-4	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_034272113.1	9654abcce593047183cec801fe138a8d	1869	SMART	SM00292	BRCT_7	1646	1731	2.3E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_034272113.1	9654abcce593047183cec801fe138a8d	1869	SMART	SM00292	BRCT_7	1763	1850	1.8E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_034272113.1	9654abcce593047183cec801fe138a8d	1869	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	2.5E-7	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_034272113.1	9654abcce593047183cec801fe138a8d	1869	SMART	SM00184	ring_2	24	64	3.7E-10	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_034272113.1	9654abcce593047183cec801fe138a8d	1869	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1657	1728	7.5E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_034272113.1	9654abcce593047183cec801fe138a8d	1869	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1762	1847	3.1E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_020651752.3	a06983163433703af07acdbebbd4d1c5	1725	Pfam	PF12820	Serine-rich domain associated with BRCT	358	503	1.6E-19	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_020651752.3	a06983163433703af07acdbebbd4d1c5	1725	SMART	SM00292	BRCT_7	1508	1593	5.7E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_020651752.3	a06983163433703af07acdbebbd4d1c5	1725	SMART	SM00292	BRCT_7	1625	1712	0.002	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_020651752.3	a06983163433703af07acdbebbd4d1c5	1725	Pfam	PF13923	Zinc finger, C3HC4 type (RING finger)	35	76	7.7E-6	T	14-08-2026	-	-	-	-
XP_020651752.3	a06983163433703af07acdbebbd4d1c5	1725	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1522	1590	9.8E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_020651752.3	a06983163433703af07acdbebbd4d1c5	1725	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1625	1709	5.9E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_020651752.3	a06983163433703af07acdbebbd4d1c5	1725	SMART	SM00184	ring_2	36	76	3.6E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_021136715.2	d18cfeb0ca2d07e356b3d7a7d3223f66	1739	SMART	SM00292	BRCT_7	1524	1609	9.3E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_021136715.2	d18cfeb0ca2d07e356b3d7a7d3223f66	1739	SMART	SM00292	BRCT_7	1641	1728	9.1E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_021136715.2	d18cfeb0ca2d07e356b3d7a7d3223f66	1739	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1534	1606	1.2E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_021136715.2	d18cfeb0ca2d07e356b3d7a7d3223f66	1739	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1642	1724	5.2E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_021136715.2	d18cfeb0ca2d07e356b3d7a7d3223f66	1739	Pfam	PF12820	Serine-rich domain associated with BRCT	365	520	2.7E-39	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_021136715.2	d18cfeb0ca2d07e356b3d7a7d3223f66	1739	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	27	68	2.0E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_021136715.2	d18cfeb0ca2d07e356b3d7a7d3223f66	1739	SMART	SM00184	ring_2	27	68	2.9E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_013845389.1	80d8b48d182e600020b192b5eae8dc43	1865	SMART	SM00184	ring_2	24	64	2.4E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_013845389.1	80d8b48d182e600020b192b5eae8dc43	1865	SMART	SM00292	BRCT_7	1642	1724	1.2E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013845389.1	80d8b48d182e600020b192b5eae8dc43	1865	SMART	SM00292	BRCT_7	1756	1843	1.1E-8	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013845389.1	80d8b48d182e600020b192b5eae8dc43	1865	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	1.7E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_013845389.1	80d8b48d182e600020b192b5eae8dc43	1865	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1756	1840	4.7E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013845389.1	80d8b48d182e600020b192b5eae8dc43	1865	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1649	1721	2.1E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_013845389.1	80d8b48d182e600020b192b5eae8dc43	1865	Pfam	PF12820	Serine-rich domain associated with BRCT	342	503	4.7E-77	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_045382602.1	e2326656b614d26dbf69f76414235cf9	1849	SMART	SM00292	BRCT_7	1623	1705	1.9E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_045382602.1	e2326656b614d26dbf69f76414235cf9	1849	SMART	SM00292	BRCT_7	1737	1824	3.4E-12	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_045382602.1	e2326656b614d26dbf69f76414235cf9	1849	SMART	SM00184	ring_2	24	64	2.1E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_045382602.1	e2326656b614d26dbf69f76414235cf9	1849	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	2.4E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_045382602.1	e2326656b614d26dbf69f76414235cf9	1849	Pfam	PF12820	Serine-rich domain associated with BRCT	348	508	1.0E-72	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_045382602.1	e2326656b614d26dbf69f76414235cf9	1849	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1737	1821	6.7E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_045382602.1	e2326656b614d26dbf69f76414235cf9	1849	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1627	1702	8.7E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_019673492.2	24f7eecc2957974f77136322527e0abd	1873	Pfam	PF12820	Serine-rich domain associated with BRCT	345	505	1.3E-73	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_019673492.2	24f7eecc2957974f77136322527e0abd	1873	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	1.2E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_019673492.2	24f7eecc2957974f77136322527e0abd	1873	SMART	SM00184	ring_2	24	64	2.4E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_019673492.2	24f7eecc2957974f77136322527e0abd	1873	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1659	1726	1.4E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_019673492.2	24f7eecc2957974f77136322527e0abd	1873	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1761	1845	2.3E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_019673492.2	24f7eecc2957974f77136322527e0abd	1873	SMART	SM00292	BRCT_7	1761	1848	3.1E-11	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_019673492.2	24f7eecc2957974f77136322527e0abd	1873	SMART	SM00292	BRCT_7	1647	1729	4.3E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_848668.1	b3719a5dea48d6520f3eef4c62a79f00	1849	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1752	1835	1.4E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_848668.1	b3719a5dea48d6520f3eef4c62a79f00	1849	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1650	1716	1.3E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_848668.1	b3719a5dea48d6520f3eef4c62a79f00	1849	SMART	SM00184	ring_2	24	64	2.4E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
NP_848668.1	b3719a5dea48d6520f3eef4c62a79f00	1849	SMART	SM00292	BRCT_7	1638	1719	3.4E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_848668.1	b3719a5dea48d6520f3eef4c62a79f00	1849	SMART	SM00292	BRCT_7	1751	1838	4.2E-13	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_848668.1	b3719a5dea48d6520f3eef4c62a79f00	1849	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	1.6E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
NP_848668.1	b3719a5dea48d6520f3eef4c62a79f00	1849	Pfam	PF12820	Serine-rich domain associated with BRCT	345	505	4.9E-77	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_058140293.1	bebf8db9a0a80fb6b0196a780f73e884	1839	SMART	SM00184	ring_2	24	64	2.4E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_058140293.1	bebf8db9a0a80fb6b0196a780f73e884	1839	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1738	1822	3.2E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_058140293.1	bebf8db9a0a80fb6b0196a780f73e884	1839	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1640	1703	3.0E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_058140293.1	bebf8db9a0a80fb6b0196a780f73e884	1839	SMART	SM00292	BRCT_7	1624	1706	7.6E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_058140293.1	bebf8db9a0a80fb6b0196a780f73e884	1839	SMART	SM00292	BRCT_7	1738	1825	5.3E-11	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_058140293.1	bebf8db9a0a80fb6b0196a780f73e884	1839	Pfam	PF12820	Serine-rich domain associated with BRCT	344	507	8.1E-71	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_058140293.1	bebf8db9a0a80fb6b0196a780f73e884	1839	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	1.6E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_026576759.1	ba374e8f36e1ef8763d9a8761e60fa64	1563	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1456	1541	1.8E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_026576759.1	ba374e8f36e1ef8763d9a8761e60fa64	1563	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1352	1422	5.3E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_026576759.1	ba374e8f36e1ef8763d9a8761e60fa64	1563	Pfam	PF13923	Zinc finger, C3HC4 type (RING finger)	23	64	1.0E-6	T	14-08-2026	-	-	-	-
XP_026576759.1	ba374e8f36e1ef8763d9a8761e60fa64	1563	SMART	SM00292	BRCT_7	1457	1544	7.2E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_026576759.1	ba374e8f36e1ef8763d9a8761e60fa64	1563	SMART	SM00292	BRCT_7	1343	1425	4.4E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_026576759.1	ba374e8f36e1ef8763d9a8761e60fa64	1563	SMART	SM00184	ring_2	24	64	9.9E-8	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
NP_989500.1	4a479281588f21ec9a5bd0eb205edcd8	1749	SMART	SM00184	ring_2	24	65	3.7E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
NP_989500.1	4a479281588f21ec9a5bd0eb205edcd8	1749	SMART	SM00292	BRCT_7	1535	1617	1.2E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_989500.1	4a479281588f21ec9a5bd0eb205edcd8	1749	SMART	SM00292	BRCT_7	1649	1736	4.5E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_989500.1	4a479281588f21ec9a5bd0eb205edcd8	1749	Pfam	PF12820	Serine-rich domain associated with BRCT	361	521	2.1E-49	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
NP_989500.1	4a479281588f21ec9a5bd0eb205edcd8	1749	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	65	2.0E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
NP_989500.1	4a479281588f21ec9a5bd0eb205edcd8	1749	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1648	1733	2.0E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
NP_989500.1	4a479281588f21ec9a5bd0eb205edcd8	1749	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1546	1614	2.1E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_029879002.1	81e9c5730af420c21adf8ebcd7833e03	1867	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	65	3.1E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_029879002.1	81e9c5730af420c21adf8ebcd7833e03	1867	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1768	1853	1.4E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_029879002.1	81e9c5730af420c21adf8ebcd7833e03	1867	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1663	1734	9.3E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_029879002.1	81e9c5730af420c21adf8ebcd7833e03	1867	Pfam	PF12820	Serine-rich domain associated with BRCT	370	532	6.5E-50	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_029879002.1	81e9c5730af420c21adf8ebcd7833e03	1867	SMART	SM00184	ring_2	24	65	1.8E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_029879002.1	81e9c5730af420c21adf8ebcd7833e03	1867	SMART	SM00292	BRCT_7	1652	1737	6.4E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_029879002.1	81e9c5730af420c21adf8ebcd7833e03	1867	SMART	SM00292	BRCT_7	1769	1856	2.3E-9	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_075417988.1	ed1eb6942b151461db38de63e457151b	1802	Pfam	PF12820	Serine-rich domain associated with BRCT	341	501	1.7E-49	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_075417988.1	ed1eb6942b151461db38de63e457151b	1802	SMART	SM00292	BRCT_7	1697	1784	3.4E-11	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_075417988.1	ed1eb6942b151461db38de63e457151b	1802	SMART	SM00292	BRCT_7	1583	1665	1.9E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_075417988.1	ed1eb6942b151461db38de63e457151b	1802	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1697	1781	1.9E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_075417988.1	ed1eb6942b151461db38de63e457151b	1802	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1593	1657	9.1E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_075417988.1	ed1eb6942b151461db38de63e457151b	1802	SMART	SM00184	ring_2	20	60	1.1E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_075417988.1	ed1eb6942b151461db38de63e457151b	1802	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	20	60	4.8E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_017204702.2	5e262cb5afbe7d18c7bb032508cd6362	1853	Pfam	PF12820	Serine-rich domain associated with BRCT	345	506	2.6E-74	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_017204702.2	5e262cb5afbe7d18c7bb032508cd6362	1853	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1626	1706	1.1E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_017204702.2	5e262cb5afbe7d18c7bb032508cd6362	1853	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1741	1825	4.3E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_017204702.2	5e262cb5afbe7d18c7bb032508cd6362	1853	SMART	SM00184	ring_2	24	64	2.4E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_017204702.2	5e262cb5afbe7d18c7bb032508cd6362	1853	SMART	SM00292	BRCT_7	1741	1828	1.1E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_017204702.2	5e262cb5afbe7d18c7bb032508cd6362	1853	SMART	SM00292	BRCT_7	1627	1709	2.3E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_017204702.2	5e262cb5afbe7d18c7bb032508cd6362	1853	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	1.6E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_074079897.1	4346e302699d7bb086051603947da26d	1835	SMART	SM00184	ring_2	24	64	3.9E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_074079897.1	4346e302699d7bb086051603947da26d	1835	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	2.7E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_074079897.1	4346e302699d7bb086051603947da26d	1835	Pfam	PF12820	Serine-rich domain associated with BRCT	335	487	9.2E-29	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_074079897.1	4346e302699d7bb086051603947da26d	1835	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1623	1696	6.1E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_074079897.1	4346e302699d7bb086051603947da26d	1835	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1730	1815	1.0E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_074079897.1	4346e302699d7bb086051603947da26d	1835	SMART	SM00292	BRCT_7	1731	1818	9.3E-11	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_074079897.1	4346e302699d7bb086051603947da26d	1835	SMART	SM00292	BRCT_7	1617	1699	1.5E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014595447.2	4e54ea06434831ad4a6f9f60e4cf59dd	1856	Pfam	PF12820	Serine-rich domain associated with BRCT	345	508	1.1E-74	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_014595447.2	4e54ea06434831ad4a6f9f60e4cf59dd	1856	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1755	1839	1.0E-8	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014595447.2	4e54ea06434831ad4a6f9f60e4cf59dd	1856	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1657	1720	1.2E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014595447.2	4e54ea06434831ad4a6f9f60e4cf59dd	1856	SMART	SM00184	ring_2	24	64	2.4E-7	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
XP_014595447.2	4e54ea06434831ad4a6f9f60e4cf59dd	1856	SMART	SM00292	BRCT_7	1755	1842	1.4E-13	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014595447.2	4e54ea06434831ad4a6f9f60e4cf59dd	1856	SMART	SM00292	BRCT_7	1641	1723	6.2E-7	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_014595447.2	4e54ea06434831ad4a6f9f60e4cf59dd	1856	Pfam	PF00097	Zinc finger, C3HC4 type (RING finger)	24	64	1.6E-6	T	14-08-2026	IPR018957	Zinc finger, C3HC4 RING-type	-	-
XP_069490300.1	1b08eb7d0c75947c67bc8dce19698b27	1955	Pfam	PF12820	Serine-rich domain associated with BRCT	376	527	1.3E-11	T	14-08-2026	IPR025994	BRCA1, serine-rich domain	-	-
XP_069490300.1	1b08eb7d0c75947c67bc8dce19698b27	1955	SMART	SM00292	BRCT_7	1856	1942	1.1E-6	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_069490300.1	1b08eb7d0c75947c67bc8dce19698b27	1955	SMART	SM00292	BRCT_7	1742	1824	2.2E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_069490300.1	1b08eb7d0c75947c67bc8dce19698b27	1955	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1860	1938	1.2E-4	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_069490300.1	1b08eb7d0c75947c67bc8dce19698b27	1955	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	1753	1821	6.6E-5	T	14-08-2026	IPR001357	BRCT domain	-	-
XP_069490300.1	1b08eb7d0c75947c67bc8dce19698b27	1955	SMART	SM00184	ring_2	24	65	2.0E-8	T	14-08-2026	IPR001841	Zinc finger, RING-type	-	-
